Position,Name,Fanduel,Owned 50/50,Owned GPP,Owned Combined,DFSReport Ownership,DFSReport Projected,DFSReport+Owned,Formula 7,Formula 8,Formula 5,Formula 6,Formula 9,FFA Points,FFA Ceiling,FFA Floor,FFA Points/Ceiling Avg,FFA Points/Floor Avg,FFA Ceiling/Floor Avg,FantasyPros,FantasyLabs,Fantasy Labs Ceiling,Fantasy Labs Floor,Fantasy Labs 2,FantasyLabs3,FantasyLabs4,Fantasy Labs 5,Rotogrinders,Counting
QB,Jacoby Brissett,0,,,,,,,-28.5,-6,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Jeff Driskel,0,,,,,,,48.15,12.15,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Carson Wentz,0,,,,,,,-25.7,5.8,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Stephen Morris,0,,,,,,,9.65,9.65,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Zac Dysert,0,,,,,,,73.2,19.2,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Scott Tolzien,-0.07,0,0,0,,,0,9.65,20.48945,4.1731,0.727,3.1156,5.4641,9.1927,1.558,7.3284,3.5111,5.3754,0.2,,,,,,0,0,,0
QB,Nate Sudfeld,0,,,,,,,-59.4,-5.4,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Ryan Griffin,0,0,0,0,,,0,-53.85,102.11545,41.8084,6.2417,27.3083,54.4445,65.2836,38.7583,59.86405,46.6014,52.021,0,3.9,5.6,2.2,0.68,0.02,0.32,0.01,5.53,0
QB,Griffin Neal,0,,,,,,,12.9,8.4,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Jerrod Johnson,0,,,,,,,-35.35,0.65,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Shaun Hill,0.03,0,0,0,,,0,-7.15,21.4542,13.6038,1.552,-4.6184,7.6384,14.2016,0.73,10.92,4.1842,7.4658,11.4,14.4,25.3,3.5,-20.41,0.35,-260.28,-91.27,12.68,0
QB,Jake Rudock,0,,,,,,,0.65,0.65,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Brett Hundley,0,0,0,0,,,0,47.05,18.7889,1.4807,0.2193,0.9397,1.9242,3.1234,-0.494,2.5238,0.7151,1.3147,0.1,,,,,,0,0,,0
QB,Kevin Hogan,0,,,,,,,-5.9,-1.4,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Tom Savage,0,,,,,,,62.95,17.95,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Matt Simms,0,,,,,,,3.65,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Max Wittek,0,,,,,,,-67.15,-8.65,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Cody Kessler,0,,,,,,,-5.9,-1.4,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Marquise Williams,0,,,,,,,47.05,15.55,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Matt Barkley,0,0,0,0,,,0,-53.75,-6.7604,0.7137,0.1592,0.6632,0.9516,2.076,0,1.5138,0.4758,1.038,,,,,,,0,0,,0
QB,Dak Prescott,0,66,39,52.5,,,52.5,23.15,76.1913,58.1993,17.7189,101.2077,10.749,12.5846,0,11.6668,5.3745,6.2923,16.1,18.9,29,8.8,1.37,11.19,66.18,740.75,18.73,6
QB,Sean Mannion,1.24,0,0,0,,,0,73.15,14.65,0.0375,0.0447,0.1914,0,0,0,0,0,0,0.1,,,,,,0,0,,0
QB,Mike Bercovici,0,,,,,,,-29.35,-6.85,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Dan Orlovsky,5.52,0,0,0,,,0,0.65,19.9108,7.4735,1.4781,6.3345,9.8146,18.3015,0.5909,14.05805,5.2028,9.4462,0.3,,,,,,0,0,,0
QB,Keith Wenning,0,,,,,,,48.15,12.15,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Sean Renfree,-0.48,0,0,0,,,0,3.65,7.72815,-0.112,-0.0529,-0.2206,-0.1493,-0.0631,-0.482,-0.1062,-0.3157,-0.2726,,,,,,,0,0,,0
QB,Josh Johnson,0,0,0,0,,,0,-5.35,3.65,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,0
QB,Jake Heaps,0,,,,,,,80.2,26.2,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Brandon Allen,0,,,,,,,-67.15,-8.65,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Luke McCown,6.2,0,0,0,,,0,12.9,11.0405,1.1806,0.3927,1.683,1.4241,2.3848,0.048,1.90445,0.7361,1.2164,0.3,,,,,,0,0,,0
QB,Tyler Bray,0,0,0,0,,,0,8.85,13.35,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0
QB,Kellen Clemens,3.21,0,0,0,,,0,-29.35,2.32205,3.5399,0.7251,3.1077,4.6198,9.1045,0,6.86215,2.3099,4.5523,0.2,,,,,,0,0,,0
QB,Joel Stave,0,,,,,,,-7.15,6.35,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Dan LeFevour,0,,,,,,,-53.85,-4.35,0,0,0,,,,,,,,,,,,,0,0,,0
QB,Jake Coker,0,,,,,,,73.2,19.2,0,0,0,,,,,,,,,,,,,0,0,,0
QB,B.J. Daniels,0.92,,,,,,,-53.75,-8.75,0,0.184,0.46,,,,,,,,,,,,,0,0,,0
RB,Chris Ivory,12.51,0,0,0,,,0,-67.15,239.9495,98.944,15.0092,387.247,125.7587,143.5501,102.1315,134.6544,113.9451,122.8408,7.2,7.7,10.3,5.1,16.06,39.6,64.97,"2,572.65",8.41,0
RB,Jerick McKinnon,4.56,0,0,0,,,0,-7.15,189.19825,72.8934,10.8372,47.3505,92.6745,108.9475,71.4,100.811,82.0373,90.1738,4.7,6.5,8.8,4.2,-2.41,0.09,-5.78,-0.5,4.35,0
RB,Stepfan Taylor,1.12,0,0,0,,,0,73.2,36.94005,6.9005,1.2366,5.2995,8.9506,13.1788,4.4001,11.0647,6.6754,8.7895,0.5,,,,,,0,0,,0
RB,Jonathan Williams,0,,,,,,,-0.1,-0.1,0,0,0,,,,,,,,,,,,,0,0,,0
RB,Isaiah Pead,-1.7,0,0,0,,,0,-145.1,-23.6,0.4875,-0.0133,-0.0571,0,0,0,0,0,0,1.3,,,,,,0,0,,0
RB,Paul Lasike,0,,,,,,,-53.75,-8.75,0,0,0,,,,,,,,,,,,,0,0,,0
RB,Terron Ward,2.73,0,0,0,,,0,3.65,46.13445,15.0713,2.6433,11.3284,19.7951,26.0588,10.3199,22.92695,15.0575,18.1894,0.6,,,,,,0,0,,0
RB,Roosevelt Nix,0.87,,,,,,,49.5,13.5,0,0.1733,0.4333,,,,,,,,,,,,,0,0,,0
RB,Todd Gurley,15.22,20,17,18.5,,,18.5,91.65,533.54365,212.5363,35.5334,3645.0196,251.7317,271.6886,225.6353,261.71015,238.6835,248.662,15.5,16.2,21.5,10.9,38.85,19.06,"1,474.93","28,110.74",17.91,0
RB,David Johnson,12.36,13,16,14.5,,,14.5,100.7,545.14795,208.9023,34.0802,4372.4634,251.5531,268.1797,225.61,259.8664,238.5816,246.8949,14.3,16,20.6,11.4,54.32,16.63,"2,040.96","33,939.15",17,13
RB,Adrian Peterson,15.36,0,2,2,,,2,-4.15,468.03295,182.7691,28.1503,6044.2289,229.5921,235.1817,223,232.3869,226.2961,229.0909,14.4,14.7,19.5,9.9,16.39,101.86,465.25,"47,389.57",17.14,1
RB,Devonta Freeman,18.66,6,7,6.5,,,6.5,12.15,463.5691,181.125,28.8088,32458.8147,223.4333,236.1316,210.84,229.78245,217.1367,223.4858,13.2,14.9,19.2,10.6,107.82,79.13,"3,269.68","258,730.46",14.36,2
RB,Ezekiel Elliott,0,15,15,15,,,15,-17.35,464.04685,188.4137,30.8104,222.1319,224.0182,242.7573,200,233.38775,212.0091,221.3787,14,15.6,20.1,11.1,1.74,14.17,60.44,856.19,16.07,3
RB,Lamar Miller,13.02,45,31,38,,,38,111.95,532.5237,211.8093,39.2872,1007.8488,232.0124,248.8226,218.3,240.4175,225.1562,233.5613,14.6,15.3,19.7,10.9,25.52,8.45,838.42,"7,086.74",17.28,11
RB,Thomas Rawls,10.26,0,1,1,,,1,81.2,382.0682,137.7525,21.2338,102.0134,177.9533,200.4989,153.3309,189.2261,165.6421,176.9149,5.9,5.3,7.2,3.4,15.24,4.22,19.77,83.42,6.79,0
RB,Mark Ingram,14.87,10,11,10.5,,,10.5,24.4,442.91835,175.4446,28.5435,7539.8415,212.4428,225.5011,195.65,218.97195,204.0464,210.5756,12.7,13.9,18,9.8,57.61,42.07,"1,412.53","59,429.96",15.17,1
RB,Doug Martin,13.49,0,3,3,,,3,-50.85,385.62955,155.9646,24.2065,2461.7855,194.3694,202.0908,183.1295,198.2301,188.7495,192.6102,12.5,13,17.3,8.7,30.64,31.49,599.43,"18,878.56",15.78,0
RB,DeAngelo Williams,13.21,42,35,38.5,,,38.5,96,291.30975,127.7029,26.0766,7267.7282,119.2872,126.3955,97.6496,122.84135,108.4684,112.0226,14.5,15.7,20.2,11.2,23.13,70.15,821.63,"57,633.39",18.1,8
RB,Eddie Lacy,8.71,0,5,5,,,5,52.05,411.1806,159.1171,24.7817,-91.1178,197.0894,205.2124,181.87,201.1509,189.4797,193.5412,11.8,12.5,16.7,8.3,-9.54,9.34,-165.32,"-1,543.80",13.09,0
RB,Justin Forsett,10.69,0,0,0,,,0,9.2,273.0609,105.2385,15.9109,78.0198,134.0346,153.4526,106.2,143.7436,120.1173,129.8263,7.1,8.2,11.1,5.3,2.32,6.02,11.17,67.28,11.37,0
